Name,County1,County2,County3,State,PM_Salary,Latitude,Longitude
Midway,Wasatch,,,UT,15,40.51,-111.47
Mill Creek,Salt Lake,,,UT,12,40.69,-111.86
Millville,Cache,,,UT,22,41.68,-111.82
Minersville,Beaver,,,UT,38,38.21,-112.93
Mona,Juab,,,UT,18,39.82,-111.85
Monroe,Sevier,,,UT,12,38.63,-112.12
Morgan,Morgan,,,UT,150,41.04,-111.68
Moroni,Sanpete,,,UT,92,39.52,-111.58
Mount Pleasant,Salt Lake,,,UT,250,,
New Harmony,Washington,,,UT,13,37.48,-113.31
Newton,Cache,,,UT,12,41.86,-111.99
North Ogden,Weber,,,UT,34,41.31,-111.97
Ogden City,Weber,,,UT,1000,41.22,-111.97
Ophir,Tooele,,,UT,12,40.37,-112.26
Paradise,Cache,,,UT,17,41.57,-111.84
Paragonah,Iron,,,UT,39,37.89,-112.78
Parowan,Iron,,,UT,130,37.84,-112.83
Payson,Utah,,,UT,120,40.04,-111.73
Peoa,Summit,,,UT,12,40.72,-111.34
Petersburgh,Millard,,,UT,12,38.84,-112.46
Peterson,Morgan,,,UT,19,41.12,-111.77
Pine Valley,Washington,,,UT,17,37.39,-113.51
Pinto,Washington,,,UT,17,37.54,-113.52
Plain City,Weber,,,UT,40,41.30,-112.09
Pleasant Grove,Utah,,,UT,78,40.36,-111.74
Portage,Box Elder,,,UT,13,41.98,-112.21
Providence,Cache,,,UT,38,41.71,-111.82
Provo City,Utah,,,UT,300,40.23,-111.66
Richfield,Sevier,,,UT,12,38.77,-112.08
Richmond,Cache,,,UT,29,41.92,-111.83
Riverdale,Weber,,,UT,31,41.18,-112.00
Rockville,Washington,,,UT,20,37.16,-113.04
Saint George,Washington,,,UT,440,37.11,-113.58
Salina,Sevier,,,UT,12,38.96,-111.86
Salt Creek,Juab,,,UT,200,39.71,-111.84
Salt Lake City,Salt Lake,,,UT,3600,40.76,-111.89
Santaquin,Utah,,,UT,93,39.98,-111.78
Scipio,Millard,,,UT,58,39.24,-112.10
Silver City,Juab,,,UT,12,39.91,-112.13
Slatersville,Weber,,,UT,12,41.25,-112.03
Smithfield,Cache,,,UT,43,41.84,-111.83
South Cottonwood,Salt Lake,,,UT,12,40.65,-111.89
Spanish Fork,Utah,,,UT,77,40.11,-111.65
Spring City,Sanpete,,,UT,130,39.48,-111.50
Springdale,Washington,,,UT,10,37.19,-113.00
Springville,Utah,,,UT,120,40.16,-111.61
Stockton,Tooele,,,UT,25,40.45,-112.36
Stoker,Davis,,,UT,100,40.89,-111.88
Summit,Iron,,,UT,40,37.80,-112.94
Tokersville,Washington,,,UT,74,37.25,-113.28
Tooele,Tooele,,,UT,55,40.53,-112.30
Uintah,Weber,,,UT,12,41.15,-111.92
Union,Salt Lake,,,UT,44,40.61,-111.87
Virgin City,Washington,,,UT,37,37.21,-113.19
Wales,Sanpete,,,UT,12,39.49,-111.64
Wallsburg,Wasatch,,,UT,12,40.39,-111.42
Wanship,Summit,,,UT,65,40.81,-111.41
Warrensburg,Iron,,,UT,12,,
Wasatch,Summit,,,UT,340,40.50,-111.41
Washington,Washington,,,UT,180,37.13,-113.51
Wellsville,Cache,,,UT,360,41.64,-111.93
West Jordan,Salt Lake,,,UT,10,40.60,-111.96
Willard,Box Elder,,,UT,70,41.41,-112.04
Winsor,Kane,,,UT,12,37.25,-112.66
Woods Cross,Davis,,,UT,12,40.88,-111.90
Arkada,Mason,,,WA,3,43.38,-124.24
Attanum,Yakima,,,WA,12,46.56,-120.62
Beaver,Thurston,,,WA,12,46.89,-122.90
Black River,King,,,WA,12,47.49,-122.24
Boisfort,Lewis,,,WA,11,46.55,-123.13
Bruceport,Pacific,,,WA,39,46.68,-123.90
Brush Prairie,Clark,,,WA,12,45.73,-122.55
Bucoda,Thurston,,,WA,12,46.80,-122.87
Carrollton,Cowlitz,,,WA,12,46.07,-122.86
Cascades,Skamania,,,WA,22,45.67,-121.90
Castle Rock,Cowlitz,,,WA,18,46.28,-122.91
Cathlamet,Wahkiakum,,,WA,12,46.20,-123.38
Cedarville,Grays Harbor,,,WA,6,46.86,-123.28
Centralia,Lewis,,,WA,10,46.73,-123.00
Chard,Garfield,,,WA,12,46.54,-117.86
Chehalis,Lewis,,,WA,12,46.64,-122.94
Chinook,Pacific,,,WA,12,46.27,-123.95
Colville,Stevens,,,WA,130,48.54,-117.90
Coupeville,Island,,,WA,110,48.22,-122.69
Cowlitz,Lewis,,,WA,35,46.47,-122.48
Dayton,Columbia,,,WA,12,46.32,-117.98
Delta Mills,Walla Walla,,,WA,90,,
East Anacortes,Skagit,,,WA,12,48.45,-122.58
Elhi,Pierce,,,WA,12,,
Elma,Grays Harbor,,,WA,11,47.01,-123.40
Fort Simcoe,Yakima,,,WA,12,46.34,-120.84
Freeport,Cowlitz,,,WA,44,46.14,-122.96
Gleneden,Lewis,,,WA,12,,
Grand Mound,Thurston,,,WA,16,46.80,-123.05
Hoquiam,Grays Harbor,,,WA,10,46.97,-123.89
Kachu,King,,,WA,12,,
Kalama,Cowlitz,,,WA,1,46.01,-122.84
Kittitass,Kittitas,,,WA,12,46.98,-120.42
Klikitat,Klickitat,,,WA,12,45.82,-121.15
Knappton,Pacific,,,WA,12,46.28,-123.81
Konewok,Yakima,,,WA,12,46.50,-120.36
Laconner,Skagit,,,WA,10,48.39,-122.50
Lowell,Snohomish,,,WA,12,47.95,-122.20
Martins Bluff,Cowlitz,,,WA,12,45.96,-122.81
Moksee,Yakima,,,WA,12,46.56,-120.39
Montesano,Grays Harbor,,,WA,15,46.98,-123.60
Monticello,Cowlitz,,,WA,58,46.14,-122.96
Mukilteo,Snohomish,,,WA,20,47.92,-122.30
New Dungness,Clallam,,,WA,14,48.15,-123.12
O'Brien,King,,,WA,12,47.41,-122.24
Oak Point,Cowlitz,,,WA,67,46.19,-123.19
Oakland,Mason,,,WA,12,47.23,-123.08
Olympia,Thurston,,,WA,1300,47.04,-122.90
Oysterville,Pacific,,,WA,54,46.55,-124.03
Pekin,Cowlitz,,,WA,8,45.87,-122.74
Petersons Point,Grays Harbor,,,WA,15,46.90,-124.13
Port Angeles,Clallam,,,WA,76,48.12,-123.43
Port Blakely,Kitsap,,,WA,10,47.60,-122.51
Port Discovery,Jefferson,,,WA,16,48.02,-122.86
Port Gamble,Kitsap,,,WA,140,47.85,-122.58
Port Ludlow,Jefferson,,,WA,69,47.94,-122.69
Port Madison,Kitsap,,,WA,97,47.70,-122.52
Port Orchard,Kitsap,,,WA,12,47.53,-122.63
Port Townsend,Jefferson,,,WA,740,48.12,-122.77
Pumphreys Landing,Cowlitz,,,WA,12,46.37,-122.94
Ridgefield,Clark,,,WA,17,45.82,-122.75
Riverside,Pacific,,,WA,12,48.51,-119.51
Rock Creek,Spokane,,,WA,12,48.68,-117.59
Samish,Skagit,,,WA,12,48.59,-122.23
Satsop,Grays Harbor,,,WA,57,47.00,-123.48
Seabeck,Kitsap,,,WA,57,47.61,-122.84
Seattle,King,,,WA,590,47.61,-122.33
Selah,Yakima,,,WA,12,46.66,-120.53
Sharon,Grays Harbor,,,WA,12,46.93,-123.32
Sherwood Mills,Mason,,,WA,12,47.39,-122.83
Skykomish,King,,,WA,12,47.71,-121.36
Slaughter,King,,,WA,12,47.31,-122.23
Snohomish,Snohomish,,,WA,27,47.93,-122.10
Snoqualmie,King,,,WA,12,47.52,-121.82
Spokane Bridge,Spokane,,,WA,34,47.69,-117.05
Stanwood,Snohomish,,,WA,12,48.24,-122.36
Steilacoom,Pierce,,,WA,370,47.17,-122.60
Sumner,Pierce,,,WA,4,47.20,-122.24
Tanalquot,Thurston,,,WA,12,46.91,-122.71
Tenino,Thurston,,,WA,6,46.86,-122.85
Tulalip,Snohomish,,,WA,14,48.07,-122.28
Tumwater,Thurston,,,WA,100,46.99,-122.92
Union Flat,Whitman,,,WA,1200,46.54,-117.09
Unity,Pacific,,,WA,16,46.31,-124.03
Utsaladdy,Island,,,WA,38,48.25,-122.48
Vancouver,Clark,,,WA,560,45.64,-122.62
Walla Walla,Walla Walla,,,WA,12,46.06,-118.34
Wallula,Walla Walla,,,WA,50,46.09,-118.91
Whatcom,Whatcom,,,WA,19,48.76,-122.48
White Salmon,Klickitat,,,WA,12,45.74,-121.49
Whitman,Walla Walla,,,WA,12,47.43,-120.32
Willapa,Pacific,,,WA,10,46.68,-123.66
Winlock,Lewis,,,WA,18,46.49,-122.89
Yakima,Yakima,,,WA,12,46.56,-120.48
Yelm,Thurston,,,WA,7,46.95,-122.63
Atlantic City,Fremont,Carter,,WY,380,42.50,-108.73
Bitter Creek,Sweetwater,Carbon,,WY,12,41.55,-108.56
Bridger Station,Uinta,Carter,,WY,12,41.32,-110.39
Bryan,Sweetwater,Carter,,WY,380,41.57,-109.68
Camp Stambaugh,Fremont,Sweetwater,,WY,12,42.50,-108.68
Carbon,Carbon,,,WY,86,41.85,-106.38
Carter,Uinta,Carter,,WY,60,41.24,-110.71
Cheyenne,Laramie,,,WY,2800,41.14,-104.82
Evanston,Uinta,,,WY,630,41.27,-110.96
Fort Fred Steele,Carbon,Laramie,,WY,430,41.78,-106.95
Fort Halleck,Carbon,,,WY,12,41.70,-106.52
Fort Laramie,Goshen,Nebraska Territory,,WY,460,42.21,-104.52
Gilmer,Uinta,Carter,,WY,300,41.17,-110.87
Laramie,Albany,,,WY,1800,41.31,-105.59
Medicine Bow,Carbon,Laramie,,WY,12,41.90,-106.20
Miners Delight,Fremont,Carter,Sweetwater,WY,12,42.53,-108.69
Percy,Carbon,Laramie,,WY,12,41.80,-106.51
Piedmont,Uinta,Carter,,WY,12,41.22,-110.63
Rawlins,Carbon,Larmie,,WY,950,41.79,-107.24
Sherman,Albany,Laramie,,WY,190,41.10,-105.35
South Pass City,Fremont,Carter,,WY,430,42.47,-108.80
